assay_id,uniprot_id,seed,fold,split,model,calibration_method,retained_fraction,retained_rows,mae,normalized_mae,uncertainty_threshold
A0A2Z5U3Z0_9INFA_Doud_2016,A0A2Z5U3Z0_9INFA,43,1,contiguous_position,esm2_residue_ridge_probe,mondrian_substitution,0.75,1611,1.1348714269035491,0.8414112382270069,1.2439207357451783
A0A2Z5U3Z0_9INFA_Doud_2016,A0A2Z5U3Z0_9INFA,43,1,contiguous_position,esm2_residue_ridge_probe,mondrian_substitution,1.0,2147,1.138289099945109,0.843945153909068,1.4178047284187012
A0A2Z5U3Z0_9INFA_Doud_2016,A0A2Z5U3Z0_9INFA,44,2,contiguous_position,esm2_residue_ridge_probe,mondrian_substitution,0.25,537,1.254669983199685,0.9242479931912089,1.047224889465088
A0A2Z5U3Z0_9INFA_Doud_2016,A0A2Z5U3Z0_9INFA,44,2,contiguous_position,esm2_residue_ridge_probe,mondrian_substitution,0.5,1074,1.2806435155520155,0.9433812995380363,1.1388423738414306
A0A2Z5U3Z0_9INFA_Doud_2016,A0A2Z5U3Z0_9INFA,44,2,contiguous_position,esm2_residue_ridge_probe,mondrian_substitution,0.75,1611,1.260814734188037,0.9287745012337146,1.2183097013713993
A0A2Z5U3Z0_9INFA_Doud_2016,A0A2Z5U3Z0_9INFA,44,2,contiguous_position,esm2_residue_ridge_probe,mondrian_substitution,1.0,2147,1.3099341201345225,0.9649581148498207,1.4295691092542726
A0A2Z5U3Z0_9INFA_Doud_2016,A0A2Z5U3Z0_9INFA,45,3,contiguous_position,esm2_residue_ridge_probe,mondrian_substitution,0.25,537,1.19335718727989,1.0730458674088013,1.0673407990968018
A0A2Z5U3Z0_9INFA_Doud_2016,A0A2Z5U3Z0_9INFA,45,3,contiguous_position,esm2_residue_ridge_probe,mondrian_substitution,0.5,1074,1.2331737855474114,1.1088482547247287,1.1811981463454588
A0A2Z5U3Z0_9INFA_Doud_2016,A0A2Z5U3Z0_9INFA,45,3,contiguous_position,esm2_residue_ridge_probe,mondrian_substitution,0.75,1611,1.2756314946731948,1.1470254826349346,1.233411880116455
A0A2Z5U3Z0_9INFA_Doud_2016,A0A2Z5U3Z0_9INFA,45,3,contiguous_position,esm2_residue_ridge_probe,mondrian_substitution,1.0,2147,1.2667513436315518,1.1390406064563945,1.4771579298270265
A0A2Z5U3Z0_9INFA_Doud_2016,A0A2Z5U3Z0_9INFA,46,4,contiguous_position,esm2_residue_ridge_probe,mondrian_substitution,0.25,532,1.446720216983587,1.3184184617302661,1.093866298434021
A0A2Z5U3Z0_9INFA_Doud_2016,A0A2Z5U3Z0_9INFA,46,4,contiguous_position,esm2_residue_ridge_probe,mondrian_substitution,0.5,1064,1.460748362957789,1.3312025276603028,1.149294210874512
A0A2Z5U3Z0_9INFA_Doud_2016,A0A2Z5U3Z0_9INFA,46,4,contiguous_position,esm2_residue_ridge_probe,mondrian_substitution,0.75,1596,1.4389213004214856,1.3113111887024467,1.219292897290039
A0A2Z5U3Z0_9INFA_Doud_2016,A0A2Z5U3Z0_9INFA,46,4,contiguous_position,esm2_residue_ridge_probe,mondrian_substitution,1.0,2128,1.486378962026516,1.3545600881621336,1.477998944113037
A0A2Z5U3Z0_9INFA_Wu_2014,A0A2Z5U3Z0_9INFA,42,0,contiguous_position,esm2_residue_ridge_probe,mondrian_substitution,0.25,116,0.6863062679085165,0.7608276489047033,0.5977258669522705
