fold,repeat,assay_id,uniprot_id,model,calibration_method,retained_fraction,retained_rows,mae,normalized_mae,uncertainty_threshold,feature_set,family_id
2,0,HXK4_HUMAN_Gersing_2022_activity,HXK4_HUMAN,cross_protein_histgb,mondrian_substitution,0.25,250,0.19898646141777093,0.6893096670427664,0.3040488734036826,mutation_descriptors_plus_fixed_esm_scores,cssf_b10f2912eeeb
2,0,HXK4_HUMAN_Gersing_2023_abundance,HXK4_HUMAN,cross_protein_histgb,mondrian_substitution,0.25,250,0.24297359661527432,0.8416856493137309,0.3040488734036826,mutation_descriptors_plus_fixed_esm_scores,cssf_b10f2912eeeb
2,0,MBD11_ARATH_Tsuboyama_2023_6ACV,MBD11_ARATH,cross_protein_histgb,mondrian_substitution,0.25,250,0.2059652625657511,0.713484955458857,0.3020076420530866,mutation_descriptors_plus_fixed_esm_scores,cssf_029b997580c1
2,0,MET_HUMAN_Estevam_2023,MET_HUMAN,cross_protein_histgb,mondrian_substitution,0.25,250,0.1696326125053767,0.5876249007724361,0.3040488734036826,mutation_descriptors_plus_fixed_esm_scores,cssf_784e4bfd3195
2,0,MYO3_YEAST_Tsuboyama_2023_2BTT,MYO3_YEAST,cross_protein_histgb,mondrian_substitution,0.25,237,0.1827883627783884,0.633197815757345,0.2998956483082581,mutation_descriptors_plus_fixed_esm_scores,cssf_784e4bfd3195
2,0,OBSCN_HUMAN_Tsuboyama_2023_1V1C,OBSCN_HUMAN,cross_protein_histgb,mondrian_substitution,0.25,250,0.16562795199079022,0.5737523428794981,0.3040488734036826,mutation_descriptors_plus_fixed_esm_scores,cssf_784e4bfd3195
2,0,ODP2_GEOSE_Tsuboyama_2023_1W4G,ODP2_GEOSE,cross_protein_histgb,mondrian_substitution,0.25,168,0.16925451783958384,0.586315503629665,0.3040488734036826,mutation_descriptors_plus_fixed_esm_scores,cssf_a7d25cc6753c
2,0,OTU7A_HUMAN_Tsuboyama_2023_2L2D,OTU7A_HUMAN,cross_protein_histgb,mondrian_substitution,0.25,159,0.16941368119442213,0.5868669343689356,0.30866732112704476,mutation_descriptors_plus_fixed_esm_scores,cssf_24059a2f71bf
2,0,PA_I34A1_Wu_2015,PA_I34A1,cross_protein_histgb,mondrian_substitution,0.25,250,0.2471339778302692,0.8560976398061805,0.31018252641390265,mutation_descriptors_plus_fixed_esm_scores,cssf_ec35c0fe8f0c
2,0,PKN1_HUMAN_Tsuboyama_2023_1URF,PKN1_HUMAN,cross_protein_histgb,mondrian_substitution,0.25,250,0.2077140056997489,0.7195427824027141,0.30866732112704476,mutation_descriptors_plus_fixed_esm_scores,cssf_32b373a919b9
2,0,POLG_CXB3N_Mattenberger_2021,POLG_CXB3N,cross_protein_histgb,mondrian_substitution,0.25,250,0.23168019762339873,0.802564148064824,0.3020076420530866,mutation_descriptors_plus_fixed_esm_scores,cssf_6872ef7481de
2,0,PPARG_HUMAN_Majithia_2016,PPARG_HUMAN,cross_protein_histgb,mondrian_substitution,0.25,250,0.18391262980320983,0.6370925074828822,0.3040488734036826,mutation_descriptors_plus_fixed_esm_scores,cssf_6d98a5313455
